部分,考试类型,问题类型,问答对,筛选后三元组
证书考试,全国计算机等级考试（NCRE),报名篇,问：证书有一级至四级，报考各级别证书有要求吗？答：不需要，一级、二级、三级证书获取需要对应科目考试合格。四级证书获取需要该科目成绩达到合格线，并已经（或同时）获得对应的三级相关证书。,"['(全国计算机等级考试, 简称, NCRE)', '(全国计算机等级考试证书, 包含级别, 一级至四级)', '(全国计算机等级考试证书, 分为等级, 一级至四级)', '(全国计算机等级考试证书, 分为级别, 一级至四级)', '(一级, 获取条件, 科目考试合格)', '(二级, 获取条件, 科目考试合格)', '(三级, 获取条件, 科目考试合格)', '(四级, 获取条件, 成绩达到合格线并已获得对应的三级相关证书)', '(四级证书, 需要, 对应的三级相关证书)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：取得一、二、三、四级证书是需要考试通过各级别下所有科目的考试吗？答：不需要，取得的证书仅需当前级别科目满足获证条件即可。证书上有注明获证科目和级别。,"['(全国计算机等级考试, 属于, 证书考试)', '(NCRE, 全称是, 全国计算机等级考试)', '(全国计算机等级考试四级证书, 需满足, 获证条件)', '(证书, 注明, 获证科目和级别)', '(全国计算机等级考试证书, 注明, 获证科目和级别)', '(获证条件, 涉及, 科目)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：全国计算机等级考试有几个级别？ 答：,"['(NCRE, 缩写, 全国计算机等级考试)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：在上海报名后，因工作要出差，是否也可以在外省市报名？答：考生每次报考期内只能选择在一个省份一个报考点内报考。,"['(全国计算机等级考试, 缩写, NCRE)', '(上海, 属于, 省份)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：报名考试后因为工作原因不想考了，如何申请退费？答：报名协议内有标注：考生本人理解并同意，在报名成功后，由于考生个人原因而无法参加考试，由考生个人承担相关责任，教育部教育考试院不进行退费。,[]
证书考试,全国计算机等级考试（NCRE),报名篇,问：每期考试报考科目有上限吗？答：每个考点有独立的报考数量限制。,"['(全国计算机等级考试, 缩写, NCRE)', '(报名篇, 属于, 全国计算机等级考试)', '(考点, 有, 独立的报考数量限制)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：考生一次可以报考几个科目？答：同次考试，考生最多可报3个科目，各考点根据设备数量等情况规定考生可报考的科目数（1-3）。考生只能在1个省级机构的1个考点报考。四级的成绩可保留6个月。如：考生同时报考了三级网络技术、四级网络工程师两个科目，结果通过了四级网络工程师考试，但没有通过三级网络技术考试，将不颁发任何证书，四级网络工程师考试成绩保留一次。6个月内，考生报考三级网络技术并通过，将一次获得三级和四级两个证书；若没有通过，将不能获得任何证书，同时四级网络工程师考试成绩自动失效。,"['(全国计算机等级考试, 缩写, NCRE)', '(考生, 最多可报, 3个科目)', '(考点, 属于, 省级机构)', '(四级网络工程师考试成绩, 保留期限, 6个月)', '(三级网络技术, 属于, 科目)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：报名参加12月份的考试，为什么选择报考科目全都是一、二级的，没有三、四级选项？答：NCRE考试时间为每年3月、5月、9月、12月，其中3月和9月开考全部级别全部科目，5月和12月考试开考一、二级全部科目，省级承办机构根据情况决定是否开考5月和12月考试。,[]
证书考试,全国计算机等级考试（NCRE),报名篇,问：报考的考场如何安排的？答：由考务系统自动编排考场随机确定。,"['(全国计算机等级考试, 缩写为, NCRE)', '(考务系统, 编排, 考场)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：考生参加了2023年9月全国计算机等级考试，成绩没有公布。12月考试报名在11月2-4日。报名后如果成绩合格怎么办？答：相关考生可在11月11日（星期六）8:00—16:00期间凭本人9月(第70次)考试成绩凭证向12月考试报考的考点申请退费处理，过期不再受理。退费将于12月考试结束后统一退回考生的缴费账户。考试科目需要在选择报考点后才会有具体显示。,"['(全国计算机等级考试, 简称, NCRE)', '(12月考试, 属于, 全国计算机等级考试)', '(第70次考试, 届次为, 2023年9月全国计算机等级考试)', '(12月考试, 报名时间, 11月2日至4日)', '(退费, 退回, 缴费账户)', '(考试科目, 需选择后显示, 报考点)', '(申请退费处理, 需提供, 9月考试成绩凭证)', '(12月考试, 报考的考点, 考点)']"
证书考试,全国计算机等级考试（NCRE),考试篇,问：考试时间在什么时候？答：具体考试时间请以考生下载获取准考证上的信息为准。注：2023年考试时间：3月25、26日；9月23、24日；12月2日、3日。,"['(全国计算机等级考试, 属于, 证书考试)', '(全国计算机等级考试, 缩写, NCRE)', '(准考证, 包含, 考试时间)']"
证书考试,全国计算机等级考试（NCRE),考试篇,问：有没有统一的考试大纲和辅导教材，如何购买？答：为了帮助考生学习和应考，教育考试院还组织专家编写了全国计算机等级考试系列教程（含考试大纲），由高等教育出版社独家出版。考生可到各地新华书店书店或在线购买。上海书城官方旗舰店提供网上售书，网址：https://shanghaishucheng.tmall.com。,"['(全国计算机等级考试系列教程, 包含, 考试大纲)', '(高等教育出版社, 出版, 全国计算机等级考试系列教程)', '(全国计算机等级考试系列教程, 销售渠道, 各地新华书店)', '(全国计算机等级考试系列教程, 销售渠道, 上海书城官方旗舰店)', '(考生, 购买, 全国计算机等级考试系列教程)', '(全国计算机等级考试系列教程, 考试教材, 全国计算机等级考试)']"
证书考试,全国计算机等级考试（NCRE),考试篇,问：准考证什么时候下载？答：请考生关注报名时间内各院校提供的准考证下载时间。在规定时间登录（https://ncre-bm.neea.cn），选择“上海市”入口进入考生登录页面，下载准考证。,[]
证书考试,上海市高校信息技术水平考试,成绩,问：考试成绩一般在考后什么时候可以查询？答：预计在考后的30天至40天左右，具体考试时间请以“上海招考热线”—证书考试—全国计算机等级考试（NCRE）内公告信息为准。注：2023年3月考试在5月10日开始查询。,"['(上海市高校信息技术水平考试, 属于, 证书考试)', '(全国计算机等级考试, 缩写, NCRE)', '(上海市高校信息技术水平考试, 公告信息来源, 上海招考热线网站)', '(全国计算机等级考试, 公告渠道, 上海招考热线网站)']"
证书考试,上海市高校信息技术水平考试,成绩,问：全国计算机等级考试成绩复核办法？答：考生如对当次考试成绩有异议，可在成绩公布后的3个工作日内向当次参加考试的考点以书面形式申请成绩复核，过期不再受理。,"['(全国计算机等级考试, 规定, 成绩复核办法)', '(考生, 申请, 全国计算机等级考试成绩复核)', '(成绩复核申请, 提交至, 考点)', '(全国计算机等级考试成绩复核, 申请方式, 书面形式)', '(成绩复核, 逾期处理, 过期不再受理)']"
证书考试,上海市高校信息技术水平考试,成绩,问：NCRE证书的有效期是多久？答：NCRE所有证书均无时效限制。,"['(NCRE证书, 时效限制, 无)']"
证书考试,上海市高校信息技术水平考试,成绩,问：如何计算成绩？答：NCRE考试实行百分制计分，但以等第形式通知考生成绩。成绩等第分为“优秀”、“良好”、“及格”、“不及格”四等。100-90分为“优秀”，89-80分为“良好”，79-60分为“及格”，59-0分为“不及格”。,"['(上海市高校信息技术水平考试, 属于, 证书考试)', '(NCRE考试, 实行, 百分制计分)', '(上海市高校信息技术水平考试成绩, 等第包括, 良好)', '(NCRE考试成绩, 等第包括, 及格)', '(优秀, 对应分数段, 100-90分)', '(良好, 对应分数段, 89-80分)', '(上海市高校信息技术水平考试-及格, 对应分数段, 79-60分)', '(不及格, 分数段, 59-0分)']"
证书考试,上海市高校信息技术水平考试,成绩,问：考生如何获取全国计算机等级考试成绩证书？答：自2023年9月考试起，电子证书将替代纸质合格证书，所有符合取证条件的考生都将获得电子证书，同时不再制作和下发纸质版合格证书，考生可通过中国教育考试网首页“证书查询”栏目中“全国计算机等级考试”项查询下载。,[]
